hotel_id,address,describe,img,room_count,select_count_sum
15854209,"182 Bạch Đằng, Hai Chau, Hải Châu, Đà Nẵng, Việt Nam, 550000","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có Wi-Fi miễn phí trong tất cả các phòng. Nằm ở vị trí chiến lược tại Hải Châu, cho phép quý khách lui tới và gần với các điểm thu hút và tham quan địa phương. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/15854209/-1/0211dec48b3d863ba345239a936d2d2e.jpg?ca=12&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/15854209/-1/0019d27ed1c8de33daef6bf81554f359.jpg?ca=12&ce=1&s=100x75,//pix8.agoda.net/hotelImages/15854209/-1/bd4aabe5b6c49384bd8eb84c4bccd41f.jpg?ca=12&ce=1&s=100x75,//cdn6.agoda.net/images/EasyCancel/easy_cancel.png,//cdn6.agoda.net/images/EasyCancel/easy_cancel.png,",9,55
9080175,"Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4.5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bể bơi ngoài trời và bồn tắm nước nóng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/9080175/-1/044183361316f556b4841b136cf72610.jpg?ca=18&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/9080175/110703633/8f576bfd1f1290963de172221dca9f78.jpg?ca=18&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/9080175/-1/befee49db9d8710fca71db8c96c13844.jpg?ca=13&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/9080175/-1/a37d54d2252d56c14ddb3e54c05ab905.jpg?ca=13&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/908/9080175/9080175_19080623540079050583.jpg?ca=13&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/9080175/-1/8763d3cc6d5f4d3e52238ca40bcf2762.jpg?ca=13&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/9080175/-1/df8d6ea17bbbcbadfedc3204137f1e07.jpg?ca=13&ce=1&s=1024x768,",0,0
1062253,"Xã Hòa Ninh - Huyện Hòa Vang - Thành phố Đà Nẵng - Việt Nam, Hòa Ninh, Đà Nẵng, Việt Nam, +84236","Ngoài tiêu chuẩn ALLSAFE, tất cả khách đều được truy cập Wi-Fi miễn phí trong tất cả các phòng và đỗ xe miễn phí nếu đến bằng ô tô. Nằm ở vị trí trung tâm tại Hòa Ninh của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bồn tắm nước nóng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/21608312/294929981/52e5914465bd3fafe143daa6fc37d4ed.jpg?ca=16&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/21608312/294929981/014cc9b8e54ad315d7745e27c3d00612.jpg?ca=16&ce=1&s=100x75,//pix8.agoda.net/hotelImages/21608312/294929981/aceee02f0aa413b27709365fd28d313f.jpg?ca=16&ce=1&s=100x75,",9,36
9085278,"222 Võ Nguyên Giáp, phường Phước Mỹ, quận Sơn Trà, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4.5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bể bơi ngoài trời và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/908/9085278/9085278_19080511330079003037.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/908/9085278/9085278_19080511330079003044.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/908/9085278/9085278_19080511330079003045.jpg?ca=13&ce=1&s=100x75,",5,19
569663,"200 Võ Nguyên Giáp, Quận Sơn Trà, Tp. Đà Nẵng, Việt Nam, Phước Mỹ, Đà Nẵng, Việt Nam, 59000","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có Wi-Fi miễn phí trong tất cả các phòng. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4.5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi ngoài trời, bồn tắm nước nóng và phòng tập ngay trong khuôn viên.",",//q-xx.bstatic.com/xdata/images/hotel/max300/29242485.jpg?k=f07319fc4427f35703bbe5582c44f284967635a882105479639f2ab4402a8b27&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/29242186.jpg?k=257d7e708307760f165fe430bccc444301b000e685afe0e73f327aa4e81761a9&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/84218088.jpg?k=267f0434d55b7547b8cffcb979a1059901b1ca9af2022acc3dbbdb0734440fda&o=,//cdn6.agoda.net/images/EasyCancel/easy_cancel.png,",2,6
861432,"232 Võ Nguyên Giáp, Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bể bơi ngoài trời và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/861/861432/861432_15121514090038513283.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/861/861432/861432_15121514100038513304.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/861/861432/861432_15121514150038513386.jpg?ca=13&ce=1&s=100x75,",4,12
30868614,"Phước Mỹ, Đà Nẵng, Việt Nam","Nếu quý khách đang tìm kiếm một biệt thự riêng có bãi đỗ xe miễn phí, không cần tìm đâu xa. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Chỗ nghỉ 5 sao này có bể bơi trong nhà giúp cho kỳ nghỉ của quý khách thêm thư thái và đáng nhớ.",",//pix8.agoda.net/hotelImages/30868614/0/7379369548a18bc00636669c47963934.jpg?ca=27&ce=0&s=1024x768,//pix8.agoda.net/hotelImages/30868614/0/2f08f3d6291125f4c61bb309d804a031.jpg?ca=27&ce=0&s=1024x768,//pix8.agoda.net/hotelImages/30868614/0/0fee9c1d7004d440ca96537ab878ef68.jpg?ca=27&ce=0&s=1024x768,//pix8.agoda.net/hotelImages/30868614/0/8fc69c7be60e16ff2d91d734539a2bf5.jpg?ca=27&ce=0&s=1024x768,",0,0
6812114,"03 Võ Văn Kiệt, Phường Phước Mỹ,Quận Sơn Trà, Thành Phố Đà Nẵng, Việt Nam, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có Wi-Fi miễn phí trong tất cả các phòng. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bể bơi ngoài trời và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/681/6812114/6812114_19041716380073804729.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/681/6812114/6812114_19041716380073804727.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/681/6812114/6812114_19041716380073804725.jpg?ca=13&ce=1&s=100x75,",5,26
502099,"962 Ngô Quyền, Quận Sơn Trà, Phước Mỹ, Đà Nẵng, Việt Nam, 59000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bồn tắm nước nóng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/502099/-1/75f5071d3f6a10c49d86a2290e37b201.jpg?ca=11&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/502099/-1/431539ad76153a25899a98ead5abb34e.jpg?ca=11&ce=1&s=100x75,//pix8.agoda.net/hotelImages/502099/-1/659057146b3365ff0d398b8f5e4cfa00.jpg?ca=11&ce=1&s=100x75,",4,16
3606056,"155 Tran Phu St, Hai Chau Dist, Hải Châu, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí chiến lược tại Hải Châu, cho phép quý khách lui tới và gần với các điểm thu hút và tham quan địa phương. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bồn tắm nước nóng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/360/3606056/3606056_18071813240066956983.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/3606056/-1/c25f4832ebdd6b69c09cd2874648f3d3.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/3606056/-1/ef1c2cb2d2395a49b44cf89939e6e237.jpg?ca=13&ce=1&s=100x75,",4,16
9753937,"Hải Châu, Đà Nẵng, Việt Nam","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có bãi đỗ xe miễn phí. Nằm ở vị trí trung tâm tại Hải Châu của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Chỗ nghỉ 5 sao này được trang bị các tiện nghi ngay trong khuôn viên để nâng cao chất lượng và niềm vui cho kỳ nghỉ của quý khách.",",//q-xx.bstatic.com/xdata/images/hotel/max300/256390601.jpg?k=3a6cb7cf20eec8c37b02982ac9f2348e7c089e8040e420613eadb892d8737b32&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/256390741.jpg?k=125a56477dd55ee699144ba986190c4c44e51207cdf71a020057f3e35e555449&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/220039676.jpg?k=01f45302b19c207cecc19d3edea6bc9ad731d33d787b3968875ac7def5e226f4&o=,",1,4
10953,"Số 105, Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,, Hòa Hải, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Hòa Hải của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bể bơi ngoài trời và bồn tắm nước nóng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/109/10953/10953_18030914140062667649.jpg?ca=6&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/109/10953/10953_18030914140062667627.jpg?ca=6&ce=1&s=100x75,//pix8.agoda.net/hotelImages/109/10953/10953_18030914140062667635.jpg?ca=6&ce=1&s=100x75,",7,25
